Begriff;Definition;Erläuterung;Verwendungshinweis;Von;Bis
Stehender Ofen;Ein Stehender Ofen ist ein Brennofen, bei dem Feuerung und Brennraum übereinander angeordnet sind und durch eine horizontale Lochtenne oder Schlitztenne getrennt werden, sodass das Brenngut von unten mit Heizluft bestrichen wird.;;;;
Steinbruch;Ein Steinbruch ist eine Abbaustelle, an der aus anstehendem Fels nutzbares Gestein gewonnen wird, dessen Abbau meist obertägig erfolgt.;;;;
Steinkeller;Ein Steinkeller ist ein Keller, dessen Wände aus Mauerziegeln oder Bruchsteinen besteht.;;;;
Steinkistengrab;Ein Steinkistengrab ist ein Grab, bei dem mehrere zumeist unbearbeitete Steinplatten so aufgestellt sind, dass eine Grabkammer entsteht, die anschließend mit Erdboden überdeckt wird.;;;;
Steinkonzentration;Eine Steinkonzentration ist ein allgemeiner Begriff der Archäologie, der eine Konzentration von Bruchsteinen bezeichnet.;;;;
Steinkreuz;Ein Steinkreuz ist ein Gedenkkreuz, das aus Stein heraus gearbeitet wird. Steinkreuze sind häufig Flurdenkmale.;;;;
Steinplattengrab;Ein Steinplattengrab ist ein Plattengrab, dessen Grabgrube mit flachen, aufrecht stehenden Steinplatten ausgekleidet ist.;;;;
Steinsetzung;Eine Steinsetzung ist ein Bauwerk, das aus Steinen besteht, die in unterschiedlicher Form horizontal zueinander angeordnet sind.;;Benutzt für archäologische Fundplätze und Befunde.;;
Steinzeugofen;Ein Steinzeugofen ist ein Töpferofen, in dem zumeist Steinzeug gebrannt wird.;;;;
Sternschanze;Eine Sternschanze ist eine Schanze, deren geschlossenes Außenwerk auf einer sternförmigen Grundfläche ruht.;;;;
Stickung;Die Stickung ist der Bestandteil des Fundamentunterbaus, der aus losem, nicht vermörteltem Material (Bruchsteinen, Ziegelbruch und anderen Materialien) besteht und auf der Sohle des Fundamentgrabens liegt.;;"Benutzt für den Fundamentunterbau aus losem, nicht vermörteltem Material; für das entsprechende Bauteil aus Beton oder einer Kiesschicht siehe Sauberkeitsschicht.";;
Stiftsgebäude;Ein Stiftsgebäude ist ein Gebäude, das zu einem kirchlichen Stift gehört.;;;;
Störung (Archäologie);Störung ist ein allgemeiner Begriff der Archäologie, der einen Bodeneingriff bezeichnet, der einen anderen Befund stört, z.B. überschneidet, überdeckt oder durchschneidet und relativchronologisch jünger als der gestörte Befund datiert wird.;;;;
Straße;Eine Straße ist ein Landverkehrsweg, der in erster Linie für die Nutzung mit Fahrzeugen angelegt ist.;;Benutzt für die befestigte Fahrbahn sowie zugehörige Bürgersteige, Bankette, Straßengräben und Straßenbäume.;;
Straßendamm;;;;;
Straßengraben;Ein Straßengraben ist ein Entwässerungsgraben, der die Straße begleitet und das von ihr abfließende Oberflächenwasser aufnimmt.;;;;
Straßenposten;Ein Straßenposten ist eine militärische Anlage, die unterschiedliche Kontrollmöglichkeiten an Verkehrswegen umfasst.;;;;
Straßensperre;Eine Straßensperre ist ein Bauwerk, das sowohl ortsfest als auch mobil sein kann und auf einem Verkehrsweg zum Stoppen und Kontrollieren des fließenden Verkehrs dient.;;Benutzt in Kombination mit dem spezifischen Begriff für das versperrende Objekt.;;
Streifenflur;Eine Streifenflur ist eine Flurform, die einen Flurtyp mit lang gestreckten Parzellen charakterisiert.;;;;
Streifenhaus;Ein Streifenhaus ist ein Gebäude, das typisch für die römische Zeit ist. Seine Form ist lang gestreckt und die schmale Giebelseite zeigt zur Straße.;;"Benutzt für den römischen Haustyp; für andere Gebäude mit Wohnfunktion siehe Wohnhaus.";;
Stückofen;Ein Stückofen ist ein Schachtofen, dessen viereckiger Schacht gemauert aber relativ flach ist. Die Belüftung erfolgt durch Blasebälge, die mit Wasserkraft angetrieben werden.;Ein Stückofen ist eine Weiterentwicklung der Rennfeueröfen und einer der Vorläufer der Hochöfen.;;;
Stufenrain;Ein Stufenrain ist ein Rain, der Bestandteil einer Ackerterrasse ist und die vordere in Pflugrichtung verlaufende Begrenzung parallel zum Hang bildet.;;;;
Suspensura;;;;;
Synagoge;Eine Synagoge ist ein Sakralbau, in dem gläubige Juden den Gottesdienst feiern.;In der Synagoge finden auch Gemeindeversammlungen, Sprachunterricht und Religionsunterricht statt.;;;
Teich;;;;;
Tempel;Ein Tempel ist ein Sakralbau, der anderen Religionen als der christlichen, jüdischen oder muslimischen als Kultraum oder Kultgebäude dient.;;;;
Tepidarium;;;;;
Terrassenacker;Ein Terrassenacker ist eine Ackerfläche, die bevorzugt an Hängen angelegt wird und aus mehreren Ackerterrassen besteht.;;;;
Thermen;;;;;
Tierbau;Ein Tierbau ist eine tierische Architektur, in Form eines unterirdisch durch Tiere angelegten Hohlraumes.;;;;
Tiergrab;Ein Tiergrab ist ein Grab, in dem ein oder mehrere Tiere bestattet werden.;;;;
Tonaufbereitungsgrube;Eine Tonaufbereitungsgrube ist eine Grube, in der der Ton für die weitere Bearbeitung vorbereitet wird. Dazu gehören u.a. die Zugabe von Wasser und Magerungsbestandteilen.;;;;
Tongrube;Eine Tongrube ist eine Abgrabung, in der Ton abgebaut wird.;;;;
Töpferei;Eine Töpferei ist ein Betrieb, in dem aus Ton Gefäße und Skulpturen geformt und anschließend im Ofen gebrannt werden.;;;;
Töpferofen;Ein Töpferofen ist ein Brennofen, in dem aus Ton gefertigte Waren zur Gebrauchsfähigkeit fest gebrannt werden. Dessen Bau, Form und Einrichtungen richten sich nach der Beschaffenheit der zu brennenden Ware und des Brennmaterials.;;;;
Toranlage;Eine Toranlage ist der Bestandteil einer Befestigungsanlage, der sich um deren Tor gruppiert und auf jeden Fall aus Tor und Torweg besteht, wobei Torbauten, Torzwinger u.a. fallweise hinzutreten können.;;"Benutzt für Baukomplexe bei Befestigungen; für das als Durchgang oder Durchfahrt genutzte funktionelle Architekturelement siehe Tor (Architektur).";;
Totenbrett;Ein Totenbrett ist ein Objekt, das die Form eines Brettes hat, auf dem Tote bis zum Begräbnis aufgebahrt werden und das anschließend mit ins Grab gegeben werden oder zur Erinnerung an den Verstorbenen, teilweise mit Inschriften und Malereien verziert, aufgestellt werden kann und damit auch die Funktion eines Informationsträgers übernimmt.;;;;
Treppe;Von Stufen gebildeter Aufgang, der unterschiedlich hoch liegende Ebenen innerhalb und außerhalb von Gebäuden verbindet bzw. an Steigungen im Gelände angelegt ist.;;;;
Trockenhaus;Ein Trockenhaus ist ein Gebäude, das so konstruiert ist, dass Luft reguliert hindurchströmen kann, um so darin eingelagerte Güter zu trocknen.;;;;
Trockenmauergrab;Ein Trockenmauergrab ist ein Grab, dessen Grabgrube durch mörtellose Bruchsteinwände verkleidet ist.;;;;
Trockenrinne;Eine Trockenrinne ist in der Geologie ein Geländeeinschnitt, der nur zeitweise bei hohem Niederschlagsaufkommen Wasser führt.;Typisch sind Trockenrinnen in Gebieten mit sehr durchlässigem Boden, wo das Niederschlagswasser in der Regel schneller versickert als es oberirdisch abfließt.;;;
Trümmerstelle;Eine Trümmerstelle ist eine Siedlung, die durch eine Konzentration von römischen Ziegelbruchstücken und Scherben auf der Geländeoberfläche den ehemaligen Standort anzeigt.;;;;
Turm (Bauwerk);Ein Turm ist ein hoch aufragendes Bauwerk mit relativ geringem Umfang. Er kann freistehend oder Teil eines größeren Bauwerks sein.;;;;
Turnhalle;Eine Turnhalle ist eine Sporthalle, die für den Turnunterricht oder ähnliche sportliche Betätigungen eingerichtet ist.;;;;
Türschwelle;Eine Türschwelle ist ein Bauteil, das als Bestandteil einiger Türen deren Öffnung nach unten abschließt.;;;;
Übungslager (Militär);;;;;
Uferbefestigung (Bauwerk);Eine Uferbefestigung ist ein Bauwerk, das als Maßnahme gegen die Beschädigung oder Zerstörung des Gewässerufers errichtet wird.;;;;
Umgangstempel;;;;;
Unterstand (Militär);;;;;
Urnengrab;Ein Urnengrab ist ein Brandgrab, in dem sich der Leichenbrand und gegebenenfalls vorhandene Beigaben in einer Urne befinden.;;;;
Ustrine;Eine Ustrine (Ustrina) ist ein Verbrennungsplatz, der in Verbindung zu einem Brandgräberfeld oder einem sonstigen Bestattungsplatz steht, auf dem die Verstorbenen auf einem Scheiterhaufen verbrannt werden, wobei auch die Beigaben mit verbrannt werden können und der sich in der Regel als Verfärbung im archäologischen Befund abzeichnet.;In der Römischen Kaiserzeit ist er auch ein selbstständiger Verbrennungsofen oder ein Krematorium mit getrenntem Verbrennungsraum und Heizraum.;Benutzt für den Verbrennungsplatz.;;
Valetudinarium;Ein Valetudinarium ist ein Lazarett, das Bestandteil eines römischen Lagers ist, bei dem sich in der Regel eine oder zwei Reihen von Krankenzimmern, die durch Gänge verbunden sind, um einen Innenhof gruppieren und in dem sich separate Behandlungsräume, Verwaltungsräume oder Lager befinden können.;;;;
Verfüllung;;Bezeichnet bei der archäologischen Schichtenansprache das Material, mit dem ein Hohlraum intentionell oder natürlich wieder aufgefüllt wurde;;;
Verhüttungsplatz;;;;;
Verschanzung (Bauwerk);Eine Verschanzung ist eine Befestigungsanlage, die aus aufgeschütteten Wällen besteht und Wallrechtecke zur Feindseite hin aufweist.;Sie wurden zumeist in Handschachtung angelegt, zur Sicherung der eigenen Position. Sie waren ggf. verstärkt durch Holzeinbauten.;;;
Via decumana;Die Via decumana ist eine Straße, die in einem römischen Militärlager liegt und in dessen rückwärtigen Teil in der zentralen Längsachse die Verbindung von der Principia zur Porta Decumana herstellt. ;;;;
Via praetoria;Die Via praetoria ist eine Straße, die in einem römischen Militärlager liegt und in der Längsachse die Verbindung von der Front der Principia zum Haupttor (Porta Praetoria) herstellt. ;;;;
Via principalis;Die Via principalis ist eine Straße, die in einem römischen Militärlager liegt und die, parallel zur Front der Principia verlaufend, die Verbindung der beiden seitlichen Lagertore (Portae Principales) herstellt.;;;;
Via quintana;Die Via quintana ist eine Straße, die in einem römischen Militärlager liegt und im rückwärtigen Teil des Lagers parallel zur rückwärtigen Front der Principia verläuft.;;;;
Via sagularis;Die Via sagularis ist eine Straße, die in einem römischen Militärlager liegt und im Raum zwischen äußerem Befestigungsring und angrenzender Innenbebauung (Intervallum) rund um alle Baulichkeiten des Lagers führt.;;;;
Vicus;;;;;
Viehtrift;Eine Viehtrift ist ein Weg, auf dem Viehherden zu Weideplätzen getrieben werden und die oft seitlich durch Hecken, Zäune oder Trockenmauern begrenzt sind.;;;;
Villa;Eine Villa ist ein Wohnhaus, das als repräsentativer Bau auf dem Lande oder im Randbereich von städtischen Ansiedlungen steht und meist nur einer Familie dient.;Der Begriff Villa wurde in der Antike für repräsentative Landsitze geprägt. Die dem zugrunde liegende Idee blieb bis in die Gegenwart erhalten. In römischer Zeit wurde begrifflich zwischen ländlichen, vorstädtischen und städtischen Villen unterschieden. In nachrömischer Zeit wurde derartige begriffliche Unterschiede nicht mehr gemacht.;"Benutzt für Villen allgemein; für Villen in römischer Zeit siehe Villa rustica für ländliche Villen und Villa urbana für städtische Villen.";;
Villa rustica;;;;;
Villa urbana;;;;50;450
Vorburg;Eine Vorburg ist der Bestandteil einer Burg, der der Hauptburg vorgelagert und ebenfalls befestigt ist und auf dem vorrangig Wirtschaftsbauten stehen. ;;;;
Vorratsgrube;Eine Vorratsgrube ist eine Grube, die angelegt wird um landwirtschaftliche Erzeugnisse einzulagern.;;;;
Vorstadt;;;;;
Wachtturm;;;;;
Wagengrab;Ein Wagengrab ist ein Grab, bei dem ein Wagen oder Teile eines Wagens als Beigabe in das Grab gegeben werden. Der Bestattete kann auf oder neben dem Wagen liegen.;;;;
Wagenspur (Verkehr);Die Wagenspur ist eine Spur aus schmalen Vertiefungen, die sich durch häufiges befahren eines Verkehrsweges in dessen Längsrichtung bilden.;;;;
Waldweide;Eine Waldweide ist eine Weide, die sich im Wald befindet.;Durch den Weidegang entsteht ein meist lichter Bestand aus überwiegend Eichen oder Buchen. Die sich auf den Erdboden befindenden Eicheln und Bucheckern diente zusätzlich als Mastfutter. Die Weidewirtschaft wurde nur bis in die Mitte des 20 Jahrhundert betrieben.;;;
Walkmühle;Eine Walkmühle ist eine Stampfmühle, in der Gewebe durch Stoßen, Strecken und Pressen verdichtet, veredelt und zu Tuch verarbeitet werden.;;;;
Wall;Ein Wall ist ein Bauwerk, das aus Erde, Steinen oder Ähnlichem besteht und oft eine Schutzfunktion hat.;;;;
Wallanlage;;;;;
Wand (Architektur);Eine Wand ist ein Architekturelement, das einen Raum in der Senkrechten in voller Höhe und Breite begrenzt. Besteht die Raumbegrenzung aus Mauern, so meint Wand lediglich die sichtbare Oberfläche.;;;;
Wandgraben;Ein Wandgraben ist ein Graben, der die Lage einer Hauswand kennzeichnet.;Der Wandgraben kann als archäologischer Befund sowohl ein durchgehender, ungegliederter, schmaler Graben für die Aufnahme eines Schwellbalkens als auch ein schmaler Graben mit vielen kleinen Löchern für die Aufnahme einer Palisadenwand, Bretterwand o.ä. sein.;;;
Waschteich;;;"Waschteich benutzt für die Teiche, an denen Wäsche gewaschen wird; für Schlämmteiche, Waschteiche usw. im Bergbau, die dem Absetzen von Schwebstoffen dienen siehe Absetzbecken.";;
Wasserburg;Eine Wasserburg ist eine Burg, die vornehmlich zum Zweck des Schutzes allseitig von Wassergräben oder natürlichem Gewässer umgeben ist.;;;;
Wassergraben;Ein Wassergraben ist ein Bauwerk in Form eines Grabens, der künstlich angelegt oder den Verlauf eines Fließgewässers aufgreifend ausgebaut ist,  Wasser enthält und unterschiedlichen Zwecken dient, wie z.B. der Bewässerung, Entwässerung oder dem Schutz.;;;;
Wasserkunst;Eine Wasserkunst ist ein Fördersystem, das dem Anheben und Führen von Wasser dient.;;;;
Wasserleitung;Eine Wasserleitung ist ein Systembestandteil, das dem Transport von Wasser über größere Entfernungen dient.;;;;
Wassermühle;Eine Wassermühle ist eine Mühle, die zum Antrieb die Wasserkraft von Fließgewässern oder von künstlich angelegten Stauteichen und Gräben nutzt.;;;;
Weberei (Betrieb);Eine Weberei ist ein Betrieb, in dem auf Webstühlen oder Webmaschinen Stoffe hergestellt werden.;;Benutzt für Handwerksbetrieb und Industriebetrieb.;;
Weg (Verkehr);Ein Weg ist ein Landverkehrsweg, der begehbar oder befahrbar und meistens kaum oder gar nicht befestigt ist.;;;;
Wehr (Stauanlage);;;;;
Wehrturm;Ein Wehrturm ist ein Gebäude in Form eines Turmes, welcher nicht dem Zweck des ständigen Wohnens, sondern überwiegend der Verteidigung dient.;;;;
Weiher;Ein Weiher ist ein Standgewässer, das auf natürliche Weise entstanden und von geringer Tiefe ist.;;;;
Weiler;Ein Weiler ist eine dauerhafte Siedlung, die aus wenigen (3-15) eng oder locker zueinander stehenden Gehöften besteht und bei der Gebäude mit zentraler Funktion in der Regel fehlen.;Der Weiler stellt keine eigenständige kommunale Verwaltungseinheit dar, sondern ist einer Gemeinde angehörig.;;;
Werft (Betrieb);;;;;
Werkplatz;Ein Werkplatz ist ein offener Raum, der genutzt wird, um aus Rohstoffen einfache Objekte herzustellen.;;;;
Werkstatt;Eine Werkstatt ist ein Raum, in dem alle Arbeitsmittel vorhanden sind, die zur Herstellung oder Reparatur einer Ware in handwerklicher Tätigkeit erforderlich sind.;;;;
Windmühle;Eine Windmühle ist eine Mühle, an deren turmartigem Gebäude Flügel angebracht sind, die mit Windkraft die im Inneren des Gebäudes liegenden Vorrichtungen antreiben.;;;;
Wohnhaus;Ein Wohnhaus ist ein Bauwerk, das zu Wohnzwecken erbaut und genutzt wird.;;;;
Wohnstallhaus;Ein Wohnstallhaus ist ein Bauernhaus, in dem die Funktionen des Wohnens, der Viehhaltung und Lagerung unter einem Dach vereint sind.;;;;
Wohnturm;Ein Wohnturm ist ein Turm, der militärisch befestigt und zu einer dauerhaften Nutzung als Wohnung eingerichtet ist.;Aufgrund seiner massiven Bauweise kann ein Wohnturm Bestandteil einer Motte (wk000875) oder einer Burg sein. Vom Bergfried (wk001308) der Burg unterscheidet den Wohnturm seine Einrichtung für eine dauerhafte Bewohnung.;;;
Wölbacker;Ein Wölbacker ist ein Altacker, der aus mehreren parallelen, in der Mitte bis zu einem Meter erhöhten Ackerbeeten besteht und der meist nur noch als Flurwüstung vorhanden ist.;;;;
Wurt;Eine Wurt ist eine Aufschüttung, auf der eine Siedlung errichtet wird und die vor allem in Küstengebieten oder an Flussniederungen angelegt wird und dem Schutz vor Hochwasser oder der Flut dient.;;;;
Wüstung;Eine Wüstung ist ein offener Raum, der bewirtschaftet oder bewohnt war und durch verschiedene Faktoren wie Krieg, Seuchen oder wirtschaftliche Gründe aufgegeben wurde.;;;;
Zangentor;Ein Zangentor ist eine Toranlage, bei der der Wall bzw. die Befestigungsmauer auf beiden Seiten nach innen eingezogen sind, so dass vor dem eigentlichen Tor ein kurzer Hohlweg entsteht.;;;;
Zaun;Ein Zaun ist eine Einfriedung, die aus Holz oder Metall besteht und offene Räume voneinander abgrenzt oder schützend umgibt.;;;;
Zentralgrab;Ein Zentralgrab ist ein Grab, das sich meist zentral in einer Bestattungsanlage findet und in der Regel das Grab ist, für das die zugehörige Bestattungsanlage angelegt wird. ;;;;
Ziegelei;Eine Ziegelei ist ein Betrieb, in dem handwerklich oder industriell Ziegel geformt, getrocknet und gebrannt werden.;;Benutzt für den Handwerksbetrieb und den Industriebetrieb.;;
Ziegelkonzentration;Ziegelkonzentration ist ein allgemeiner Fachbegriff der Archäologie, der eine Konzentration von Ziegelbruchstücken bezeichnet.;;;;
Ziegelofen;Ein Ziegelofen ist ein Ofen, in dem Ziegelsteine gebrannt werden.;;;;
Ziegelplattengrab;Ein Ziegelplattengrab ist ein Plattengrab, dessen Boden, Wände oder Abdeckung ganz oder teilweise aus Ziegelplatten bestehen.;Ziegelplattengräber wurden vorwiegend in der römischen und fränkischen Periode angelegt, verwendet wurden in der Regel römische Ziegel.;;;
Zisterne;Eine Zisterne ist ein Wasserspeicher, der zum Auffangen und Speichern von Regenwasser zur Verwendung als Trinkwasser oder Nutzwasser dient. Sie ist damit Teil der Wasserversorgung.;;;;
Zitadelle;Eine Zitadelle ist der Bestandteil einer Festung, der selbstständig, in sich geschlossen, meist in beherrschender Lage und von der Stadt durch die Esplanade getrennt ist. Es dient als Kernfestung oder als Kernwerk, oft zugleich als Zeughaus und Kaserne.;;;;
Zollhaus;Ein Zollhaus ist ein Verwaltungsgebäude, in dem vor der Vereinbarung des Allgemeinen Zollabkommens und Handelsabkommens 1947/51 (General Agreement on Tariffs and Trade, GATT) Einrichtungen zur Durchführung, Abfertigung oder Verwaltung des Zolls untergebracht sind.;;"Benutzt für das Gebäude vor 1947/51 (Abschluss des Allgemeinen Zollabkommens und Handelsabkommens GATT); für Gebäude nach 1947/51 siehe Zollstation.";;
Zug (Ofen);;;;;
Zwinger (Architektur);Ein Zwinger ist ein Bauteil, das als Fläche der Ringmauer vorgelagert und nach außen von einer Zwingermauer begrenzt ist.;Auch die Fläche zwischen einem Hauptwall und einem Vorwall wird Zwinger genannt.;;;
